ApplicationID,CandidateID,JobID,ApplicationDate,Status,Source,ResumeMatch
A1453,C0100,J049,2024-06-29,Rejected,LinkedIn,52
A1454,C0100,J005,2025-06-18,Applied,LinkedIn,72
A1455,C0100,J050,2025-08-09,Interviewed,Careers Site,59
A1456,C0101,J004,2024-10-18,Applied,Campus,53
A1457,C0101,J023,2025-02-28,Interviewed,Referral,42
A1458,C0101,J032,2024-12-17,Interviewed,Referral,39
A1459,C0101,J009,2025-01-14,Rejected,LinkedIn,54
A1460,C0101,J001,2024-07-03,Rejected,Campus,58
A1461,C0101,J042,2024-04-05,Rejected,Referral,67
A1462,C0102,J004,2024-08-15,Rejected,Referral,43
A1463,C0103,J026,2024-02-23,Rejected,LinkedIn,77
A1464,C0103,J012,2024-10-02,Rejected,Job Portal,45
A1465,C0103,J017,2024-03-23,Rejected,Referral,70
A1466,C0104,J043,2025-07-24,Rejected,LinkedIn,44
A1467,C0104,J002,2025-05-18,Interviewed,Campus,69
A1468,C0104,J003,2025-06-21,Interviewed,LinkedIn,46
A1469,C0104,J035,2024-05-19,Rejected,Careers Site,61
A1470,C0105,J003,2024-05-20,Interviewed,Campus,52
A1471,C0105,J034,2024-09-13,Rejected,Job Portal,65
A1472,C0105,J030,2025-08-12,Rejected,Campus,42
A1473,C0105,J033,2024-12-30,Rejected,Referral,64
A1474,C0105,J014,2024-09-06,Interviewed,Careers Site,41
A1475,C0106,J017,2025-07-26,Rejected,Campus,70
A1476,C0106,J029,2025-06-02,Hired,Referral,54
A1477,C0106,J008,2025-08-06,Interviewed,Careers Site,42
A1478,C0106,J043,2025-05-10,Offered,Referral,56
A1479,C0106,J033,2024-06-19,Rejected,Campus,31
A1480,C0107,J002,2024-10-14,Rejected,Job Portal,71
A1481,C0107,J031,2024-11-21,Offered,Referral,37
A1482,C0107,J041,2025-04-22,Applied,LinkedIn,60
A1483,C0107,J024,2025-07-31,Applied,Referral,60
A1484,C0107,J042,2025-05-09,Applied,Job Portal,82
A1485,C0108,J004,2025-01-17,Applied,Campus,36
A1486,C0109,J048,2024-07-09,Rejected,LinkedIn,62
A1487,C0109,J028,2024-06-18,Applied,Job Portal,44
A1488,C0109,J017,2025-01-02,Rejected,LinkedIn,52
A1489,C0110,J047,2024-12-19,Rejected,LinkedIn,32
A1490,C0110,J040,2025-04-29,Applied,Referral,48
A1491,C0110,J016,2024-01-03,Interviewed,Careers Site,43
A1492,C0110,J032,2024-06-09,Offered,Job Portal,60
A1493,C0110,J050,2025-06-08,Rejected,Campus,46
A1494,C0110,J006,2024-06-29,Shortlisted,Job Portal,40
A1495,C0110,J017,2024-07-29,Interviewed,LinkedIn,65
A1496,C0110,J011,2024-04-21,Applied,Job Portal,56
A1497,C0111,J007,2025-05-16,Interviewed,Referral,40
A1498,C0111,J037,2024-01-04,Rejected,LinkedIn,97
A1499,C0111,J019,2025-03-13,Rejected,Job Portal,66
A1500,C0111,J005,2024-06-24,Interviewed,Job Portal,57
A1501,C0111,J046,2025-04-29,Rejected,LinkedIn,53
A1502,C0111,J020,2024-02-27,Rejected,LinkedIn,46
A1503,C0111,J006,2024-09-13,Applied,Careers Site,59
A1504,C0111,J029,2025-05-02,Rejected,LinkedIn,44
A1505,C0112,J002,2025-05-07,Rejected,Careers Site,57
A1506,C0112,J015,2024-09-10,Rejected,Job Portal,42
A1507,C0112,J028,2024-10-04,Rejected,LinkedIn,50
A1508,C0112,J006,2024-04-14,Interviewed,LinkedIn,49
A1509,C0113,J029,2025-06-05,Applied,Job Portal,38
A1510,C0113,J011,2024-04-20,Shortlisted,Referral,51
A1511,C0113,J012,2024-07-02,Interviewed,Campus,58
A1512,C0113,J009,2025-06-20,Rejected,Campus,56
A1513,C0113,J036,2025-01-19,Rejected,Job Portal,49
A1514,C0113,J018,2024-02-25,Rejected,Referral,60
A1515,C0113,J013,2024-08-14,Applied,Campus,46
A1516,C0114,J002,2025-01-23,Interviewed,Job Portal,49
A1517,C0114,J028,2024-07-08,Rejected,Referral,50
A1518,C0114,J035,2024-11-27,Interviewed,Referral,92
A1519,C0114,J003,2024-07-08,Shortlisted,Campus,74
A1520,C0114,J026,2024-09-05,Rejected,Referral,55
A1521,C0114,J024,2024-05-24,Applied,Campus,51
A1522,C0114,J010,2024-03-26,Rejected,Careers Site,47
A1523,C0114,J017,2025-05-04,Rejected,LinkedIn,58
A1524,C0115,J047,2025-07-03,Applied,Referral,55
A1525,C0115,J017,2024-06-15,Applied,Careers Site,60
A1526,C0115,J014,2024-08-11,Rejected,Careers Site,59
A1527,C0115,J003,2025-04-11,Applied,LinkedIn,48
A1528,C0116,J037,2024-07-20,Interviewed,Referral,73
A1529,C0116,J049,2024-01-23,Offered,Careers Site,44
A1530,C0116,J047,2024-05-24,Rejected,Job Portal,48
A1531,C0116,J045,2025-08-13,Rejected,Referral,58
A1532,C0117,J046,2024-04-18,Interviewed,LinkedIn,50
A1533,C0117,J045,2025-08-06,Rejected,Referral,58
A1534,C0117,J024,2025-05-15,Applied,LinkedIn,55
A1535,C0117,J048,2024-01-21,Rejected,LinkedIn,45
A1536,C0117,J022,2025-05-15,Rejected,LinkedIn,45
A1537,C0117,J012,2024-12-11,Interviewed,Campus,48
A1538,C0118,J016,2025-02-05,Rejected,LinkedIn,60
A1539,C0118,J010,2024-05-27,Rejected,LinkedIn,60
A1540,C0118,J020,2025-06-01,Interviewed,LinkedIn,72
A1541,C0118,J009,2024-12-09,Applied,Campus,68
A1542,C0118,J015,2025-01-11,Interviewed,Referral,70
A1543,C0118,J019,2025-01-07,Applied,LinkedIn,54
A1544,C0119,J050,2024-01-22,Rejected,Campus,57
A1545,C0119,J047,2024-12-12,Interviewed,LinkedIn,55
A1546,C0119,J043,2024-03-08,Rejected,Careers Site,46
A1547,C0120,J035,2024-04-29,Interviewed,Job Portal,79
A1548,C0120,J004,2024-12-12,Interviewed,Campus,57
A1549,C0120,J016,2025-05-08,Offered,Careers Site,59
A1550,C0120,J039,2024-06-20,Interviewed,LinkedIn,70
A1551,C0120,J038,2025-01-02,Interviewed,Referral,47
A1552,C0120,J014,2025-06-28,Applied,Job Portal,50
A1553,C0121,J022,2025-05-30,Interviewed,LinkedIn,34
A1554,C0121,J025,2024-12-02,Rejected,Campus,37
A1555,C0121,J038,2025-05-06,Applied,LinkedIn,34
A1556,C0121,J048,2024-09-02,Interviewed,Campus,62
A1557,C0121,J031,2025-06-14,Rejected,Referral,65
A1558,C0122,J028,2025-06-27,Interviewed,LinkedIn,30
A1559,C0122,J045,2024-06-05,Shortlisted,Job Portal,45
A1560,C0123,J041,2024-01-11,Rejected,Job Portal,39
A1561,C0123,J045,2025-01-27,Interviewed,Careers Site,56
A1562,C0123,J026,2024-07-30,Applied,LinkedIn,37
A1563,C0123,J027,2025-01-07,Rejected,Careers Site,60
A1564,C0123,J020,2024-09-02,Rejected,Job Portal,62
A1565,C0123,J036,2024-10-05,Offered,Careers Site,50
A1566,C0124,J024,2025-02-14,Applied,Job Portal,71
A1567,C0125,J014,2024-10-20,Interviewed,Campus,59
A1568,C0125,J044,2025-08-05,Offered,Referral,46
A1569,C0125,J035,2025-04-04,Shortlisted,Campus,59
A1570,C0125,J033,2025-05-05,Rejected,Referral,61
A1571,C0125,J024,2024-03-30,Rejected,Job Portal,40
A1572,C0125,J018,2025-03-13,Rejected,Referral,36
A1573,C0125,J030,2024-01-10,Applied,Job Portal,49
A1574,C0125,J013,2025-05-19,Rejected,Referral,63
A1575,C0126,J034,2024-12-04,Rejected,LinkedIn,59
A1576,C0126,J048,2024-04-07,Interviewed,Careers Site,35
A1577,C0126,J038,2025-01-31,Rejected,LinkedIn,36
A1578,C0127,J037,2025-03-25,Applied,LinkedIn,40
A1579,C0127,J003,2025-05-26,Rejected,Careers Site,57
A1580,C0127,J027,2024-02-29,Rejected,Careers Site,74
A1581,C0127,J022,2025-01-01,Rejected,LinkedIn,61
A1582,C0127,J012,2025-04-23,Rejected,Campus,73
A1583,C0127,J045,2024-06-06,Interviewed,LinkedIn,50
A1584,C0127,J005,2024-07-31,Rejected,Referral,42
A1585,C0127,J016,2024-10-10,Rejected,LinkedIn,34
A1586,C0128,J010,2025-07-02,Shortlisted,Careers Site,43
A1587,C0128,J005,2025-06-20,Rejected,LinkedIn,50
A1588,C0128,J022,2024-05-15,Interviewed,Careers Site,42
A1589,C0128,J003,2024-11-01,Interviewed,Careers Site,47
A1590,C0129,J018,2024-05-03,Offered,Referral,43
A1591,C0129,J039,2024-09-07,Shortlisted,LinkedIn,44
A1592,C0129,J038,2024-04-25,Rejected,Careers Site,57
A1593,C0129,J045,2025-02-14,Interviewed,Campus,39
A1594,C0129,J001,2025-03-12,Interviewed,Referral,66
A1595,C0129,J015,2024-03-15,Hired,LinkedIn,45
A1596,C0129,J019,2025-07-12,Rejected,Careers Site,44
A1597,C0129,J010,2024-03-10,Interviewed,Campus,50
A1598,C0130,J009,2024-06-19,Rejected,Job Portal,42
A1599,C0130,J010,2024-10-15,Interviewed,Referral,48
A1600,C0130,J045,2025-02-05,Interviewed,Campus,76
A1601,C0130,J023,2024-08-29,Rejected,Referral,50
A1602,C0130,J035,2025-05-17,Interviewed,Campus,68
A1603,C0130,J039,2024-03-25,Interviewed,LinkedIn,76
A1604,C0131,J008,2024-02-08,Shortlisted,LinkedIn,44
A1605,C0131,J003,2025-02-22,Shortlisted,LinkedIn,40
A1606,C0131,J019,2024-04-16,Rejected,Careers Site,44
A1607,C0131,J004,2024-08-27,Rejected,LinkedIn,68
A1608,C0131,J010,2024-05-29,Interviewed,Job Portal,44
A1609,C0131,J014,2024-05-15,Offered,Job Portal,30
A1610,C0131,J021,2024-09-20,Interviewed,Careers Site,62
A1611,C0132,J025,2024-05-06,Rejected,Campus,64
A1612,C0132,J005,2024-08-22,Rejected,Campus,61
A1613,C0132,J004,2024-11-27,Rejected,LinkedIn,38
A1614,C0132,J045,2025-08-03,Rejected,Job Portal,74
A1615,C0132,J015,2024-01-07,Rejected,Referral,48
A1616,C0132,J021,2025-06-20,Applied,Campus,46
A1617,C0132,J041,2024-06-25,Interviewed,LinkedIn,62
A1618,C0132,J013,2025-02-06,Rejected,LinkedIn,48
A1619,C0133,J026,2024-03-06,Rejected,Job Portal,68
A1620,C0133,J042,2024-05-18,Interviewed,Campus,44
A1621,C0133,J019,2024-02-19,Interviewed,LinkedIn,53
A1622,C0133,J046,2025-01-04,Shortlisted,LinkedIn,69
A1623,C0133,J015,2024-03-22,Rejected,Referral,33
A1624,C0133,J047,2024-09-21,Rejected,Referral,61
A1625,C0133,J007,2025-05-31,Interviewed,LinkedIn,70
A1626,C0134,J009,2024-05-06,Rejected,Job Portal,70
A1627,C0134,J030,2024-01-01,Applied,Job Portal,48
A1628,C0134,J029,2024-01-30,Rejected,Campus,39
A1629,C0135,J016,2024-12-16,Interviewed,Campus,60
A1630,C0135,J042,2025-03-12,Offered,Referral,54
A1631,C0135,J037,2024-09-22,Shortlisted,LinkedIn,72
A1632,C0135,J001,2024-10-10,Interviewed,Referral,48
A1633,C0135,J024,2025-04-07,Interviewed,Referral,59
A1634,C0136,J046,2025-08-13,Rejected,Campus,31
A1635,C0136,J030,2024-10-04,Rejected,LinkedIn,60
A1636,C0136,J049,2024-06-09,Shortlisted,LinkedIn,46
A1637,C0136,J037,2025-07-14,Rejected,Referral,59
A1638,C0137,J033,2025-04-15,Interviewed,Campus,39
A1639,C0137,J043,2025-03-22,Rejected,LinkedIn,40
A1640,C0137,J020,2024-01-21,Interviewed,Careers Site,33
A1641,C0137,J010,2024-07-30,Rejected,Job Portal,54
A1642,C0138,J038,2025-03-26,Shortlisted,LinkedIn,67
A1643,C0138,J018,2025-07-30,Applied,Campus,40
A1644,C0138,J037,2024-06-01,Rejected,Referral,47
A1645,C0138,J012,2024-01-26,Shortlisted,Job Portal,58
A1646,C0138,J049,2024-08-26,Shortlisted,Job Portal,36
A1647,C0138,J001,2025-04-03,Shortlisted,LinkedIn,31
A1648,C0139,J001,2025-06-28,Rejected,LinkedIn,48
A1649,C0139,J032,2024-10-29,Rejected,Referral,52
A1650,C0139,J021,2024-06-17,Interviewed,Campus,50
A1651,C0140,J022,2025-02-08,Interviewed,Campus,60
A1652,C0140,J011,2025-05-18,Rejected,Careers Site,70
A1653,C0140,J041,2024-04-19,Rejected,LinkedIn,96
A1654,C0140,J010,2024-07-13,Rejected,Campus,68
A1655,C0140,J020,2025-06-28,Offered,Campus,61
A1656,C0140,J014,2024-11-08,Rejected,Campus,38
A1657,C0140,J017,2024-05-18,Rejected,Careers Site,80
A1658,C0140,J018,2025-06-16,Interviewed,Campus,73
A1659,C0141,J006,2024-07-04,Applied,LinkedIn,63
A1660,C0141,J016,2025-03-03,Interviewed,LinkedIn,52
A1661,C0141,J037,2024-03-29,Rejected,LinkedIn,57
A1662,C0141,J043,2025-06-20,Rejected,Job Portal,47
A1663,C0141,J001,2025-03-21,Rejected,Job Portal,34
A1664,C0141,J020,2025-05-01,Rejected,Campus,51
A1665,C0141,J049,2024-03-19,Interviewed,Referral,44
A1666,C0141,J033,2024-10-23,Interviewed,Careers Site,62
A1667,C0142,J048,2025-08-09,Shortlisted,Careers Site,52
A1668,C0143,J031,2025-01-05,Rejected,LinkedIn,37
A1669,C0144,J047,2024-01-04,Rejected,Campus,49
A1670,C0144,J028,2024-10-11,Rejected,Careers Site,68
A1671,C0144,J026,2025-04-15,Rejected,Job Portal,59
A1672,C0144,J037,2024-12-01,Interviewed,Campus,54
A1673,C0144,J020,2024-03-13,Rejected,Careers Site,59
A1674,C0144,J021,2024-10-14,Rejected,Campus,48
A1675,C0144,J010,2024-11-27,Shortlisted,Job Portal,83
A1676,C0145,J020,2025-08-10,Shortlisted,Campus,64
A1677,C0145,J003,2025-08-07,Rejected,Campus,62
A1678,C0145,J042,2024-02-17,Interviewed,Job Portal,33
A1679,C0145,J028,2024-01-29,Interviewed,Job Portal,68
A1680,C0146,J017,2024-08-04,Rejected,Job Portal,62
A1681,C0146,J033,2024-06-16,Rejected,Campus,62
A1682,C0146,J008,2024-05-23,Rejected,Job Portal,55
A1683,C0146,J032,2024-07-31,Interviewed,Campus,55
A1684,C0146,J046,2024-09-05,Rejected,Referral,55
A1685,C0146,J034,2024-12-08,Interviewed,Campus,64
A1686,C0147,J026,2024-12-06,Rejected,Careers Site,48
A1687,C0147,J037,2024-08-16,Rejected,Job Portal,60
A1688,C0147,J008,2024-01-19,Shortlisted,Referral,43
A1689,C0147,J028,2024-12-16,Rejected,LinkedIn,31
A1690,C0147,J015,2025-05-23,Applied,Careers Site,37
A1691,C0148,J039,2024-10-12,Shortlisted,Job Portal,47
A1692,C0148,J042,2024-06-22,Rejected,Campus,59
A1693,C0148,J010,2025-01-01,Interviewed,Careers Site,60
A1694,C0148,J013,2024-02-17,Rejected,Job Portal,54
A1695,C0149,J027,2025-07-18,Shortlisted,Job Portal,61
A1696,C0149,J008,2025-03-02,Rejected,LinkedIn,62
A1697,C0149,J038,2025-07-15,Interviewed,LinkedIn,53
A1698,C0149,J017,2024-09-22,Rejected,Job Portal,40
A1699,C0150,J001,2025-07-14,Interviewed,LinkedIn,72
A1700,C0150,J033,2024-05-21,Rejected,Job Portal,31
A1701,C0150,J023,2024-01-05,Rejected,Campus,30
A1702,C0151,J047,2024-08-23,Offered,Job Portal,48
A1703,C0151,J001,2025-08-12,Rejected,LinkedIn,54
A1704,C0151,J041,2024-12-06,Applied,Referral,83
A1705,C0152,J049,2024-07-23,Rejected,Referral,74
A1706,C0152,J020,2025-01-29,Rejected,Campus,71
A1707,C0153,J011,2025-04-17,Rejected,Job Portal,61
A1708,C0153,J045,2025-05-06,Rejected,Careers Site,35
A1709,C0153,J010,2025-02-12,Applied,Careers Site,30
A1710,C0153,J048,2024-04-14,Interviewed,Campus,56
A1711,C0153,J013,2024-06-19,Interviewed,Campus,66
A1712,C0153,J003,2024-11-20,Interviewed,Careers Site,60
A1713,C0154,J018,2024-12-30,Rejected,Careers Site,51
A1714,C0154,J040,2024-05-13,Applied,Job Portal,31
A1715,C0154,J005,2025-02-23,Applied,Careers Site,61
A1716,C0154,J031,2024-11-21,Rejected,Referral,91
A1717,C0154,J012,2024-05-18,Offered,Job Portal,81
A1718,C0154,J003,2025-07-06,Applied,LinkedIn,48
A1719,C0154,J039,2024-05-10,Shortlisted,Job Portal,41
A1720,C0154,J029,2025-01-03,Hired,LinkedIn,74
A1721,C0155,J045,2024-08-07,Applied,Campus,58
A1722,C0155,J021,2024-03-17,Rejected,LinkedIn,37
A1723,C0155,J038,2024-01-20,Rejected,Referral,42
A1724,C0155,J041,2024-01-01,Interviewed,Campus,31
A1725,C0156,J026,2024-04-29,Rejected,Campus,66
A1726,C0156,J020,2025-02-17,Rejected,Careers Site,71
A1727,C0156,J037,2024-12-05,Applied,Careers Site,63
A1728,C0156,J038,2024-11-30,Rejected,Job Portal,73
A1729,C0157,J015,2024-06-22,Interviewed,Referral,71
A1730,C0157,J050,2024-10-18,Rejected,LinkedIn,33
A1731,C0157,J031,2024-02-02,Rejected,Careers Site,52
A1732,C0157,J004,2024-03-06,Rejected,Campus,80
A1733,C0158,J007,2024-07-18,Rejected,Campus,47
A1734,C0158,J042,2024-04-18,Rejected,Referral,56
A1735,C0158,J029,2025-06-09,Interviewed,Campus,54
A1736,C0158,J004,2025-05-08,Rejected,Careers Site,55
A1737,C0158,J025,2025-07-26,Applied,Campus,59
A1738,C0159,J034,2024-01-24,Interviewed,Campus,58
A1739,C0159,J008,2025-01-05,Hired,Referral,47
A1740,C0159,J025,2025-06-27,Interviewed,Careers Site,41
A1741,C0159,J019,2025-07-09,Interviewed,Referral,62
A1742,C0160,J019,2024-11-14,Interviewed,Job Portal,62
A1743,C0160,J006,2024-04-24,Offered,Careers Site,69
A1744,C0160,J005,2024-12-12,Applied,Campus,54
A1745,C0160,J044,2025-02-19,Rejected,Campus,77
A1746,C0161,J040,2024-10-17,Rejected,Referral,35
A1747,C0161,J035,2025-07-30,Rejected,Referral,42
A1748,C0161,J026,2024-09-11,Rejected,Careers Site,58
A1749,C0162,J046,2024-08-27,Interviewed,Campus,40
A1750,C0163,J027,2025-04-03,Applied,Referral,62
A1751,C0163,J035,2024-11-04,Rejected,LinkedIn,42
A1752,C0163,J038,2025-08-02,Rejected,Careers Site,62
A1753,C0163,J049,2024-02-15,Rejected,Campus,50
A1754,C0163,J041,2024-03-28,Interviewed,Campus,61
A1755,C0163,J046,2024-12-09,Rejected,Careers Site,46
A1756,C0164,J046,2024-03-17,Interviewed,Careers Site,59
A1757,C0164,J048,2024-01-04,Applied,Referral,54
A1758,C0164,J032,2024-03-29,Shortlisted,Job Portal,63
A1759,C0164,J001,2024-11-10,Applied,Careers Site,65
A1760,C0164,J017,2024-02-25,Rejected,Careers Site,46
A1761,C0165,J028,2025-05-27,Rejected,Referral,37
A1762,C0165,J031,2024-03-01,Rejected,LinkedIn,59
A1763,C0165,J048,2024-05-19,Rejected,Campus,50
A1764,C0165,J030,2025-02-02,Applied,LinkedIn,50
A1765,C0165,J009,2024-03-31,Interviewed,Campus,54
A1766,C0165,J026,2024-07-23,Applied,Job Portal,36
A1767,C0165,J003,2024-10-30,Rejected,Referral,49
A1768,C0166,J022,2025-02-14,Rejected,Job Portal,73
A1769,C0166,J007,2025-08-03,Interviewed,Careers Site,77
A1770,C0166,J012,2025-04-20,Rejected,LinkedIn,37
A1771,C0166,J006,2025-05-02,Rejected,Careers Site,55
A1772,C0166,J047,2024-02-14,Applied,Referral,53
A1773,C0167,J043,2024-03-14,Shortlisted,Job Portal,46
A1774,C0167,J012,2024-10-31,Rejected,Campus,44
A1775,C0167,J028,2024-04-15,Interviewed,Campus,53
A1776,C0167,J038,2024-12-04,Rejected,Careers Site,60
A1777,C0168,J017,2024-05-30,Rejected,LinkedIn,49
A1778,C0168,J043,2024-07-26,Rejected,Job Portal,59
A1779,C0168,J007,2025-04-29,Rejected,Job Portal,54
A1780,C0168,J001,2025-01-19,Rejected,Referral,60
A1781,C0168,J047,2024-08-18,Rejected,LinkedIn,40
A1782,C0168,J016,2025-04-19,Rejected,Campus,35
A1783,C0168,J003,2025-04-03,Rejected,Job Portal,34
A1784,C0168,J036,2024-12-28,Interviewed,Referral,38
A1785,C0169,J034,2025-02-16,Rejected,Job Portal,45
A1786,C0169,J047,2025-03-27,Rejected,Job Portal,58
A1787,C0169,J025,2025-02-02,Rejected,LinkedIn,56
A1788,C0169,J045,2024-10-19,Applied,Referral,56
A1789,C0169,J026,2024-05-30,Rejected,Careers Site,43
A1790,C0169,J020,2025-05-28,Rejected,Referral,40
A1791,C0169,J010,2025-08-06,Rejected,Campus,47
A1792,C0169,J038,2024-01-20,Rejected,Careers Site,56
A1793,C0170,J026,2024-04-03,Applied,Campus,67
A1794,C0171,J025,2025-06-16,Applied,LinkedIn,31
A1795,C0171,J041,2024-03-07,Rejected,Campus,54
A1796,C0171,J002,2025-06-17,Applied,Job Portal,56
A1797,C0171,J046,2025-04-24,Rejected,Campus,55
A1798,C0171,J014,2024-02-25,Shortlisted,Campus,35
A1799,C0171,J001,2024-03-13,Interviewed,Referral,64
A1800,C0171,J034,2024-12-09,Rejected,Job Portal,85
A1801,C0172,J008,2024-10-25,Hired,Referral,46
A1802,C0172,J017,2024-04-15,Rejected,Job Portal,62
A1803,C0172,J007,2025-06-07,Interviewed,Campus,65
A1804,C0172,J049,2024-10-04,Rejected,Careers Site,67
A1805,C0172,J045,2024-11-19,Rejected,LinkedIn,69
A1806,C0172,J002,2025-01-14,Interviewed,Referral,57
A1807,C0172,J043,2024-01-31,Interviewed,Job Portal,57
A1808,C0173,J030,2024-03-21,Rejected,Referral,47
A1809,C0173,J005,2025-04-11,Applied,Campus,32
A1810,C0173,J035,2024-10-02,Rejected,Campus,74
A1811,C0173,J034,2024-06-08,Shortlisted,Referral,42
A1812,C0173,J045,2024-12-08,Interviewed,LinkedIn,46
A1813,C0173,J015,2025-07-29,Rejected,Careers Site,56
A1814,C0174,J003,2024-09-11,Offered,Referral,67
A1815,C0174,J020,2024-03-01,Interviewed,Careers Site,51
A1816,C0175,J008,2024-10-20,Interviewed,Careers Site,61
A1817,C0175,J007,2024-04-06,Rejected,Campus,52
A1818,C0176,J048,2024-07-23,Applied,Campus,35
A1819,C0176,J005,2024-04-15,Interviewed,Job Portal,31
A1820,C0176,J041,2024-11-01,Interviewed,Campus,63
A1821,C0176,J022,2024-04-13,Applied,Careers Site,58
A1822,C0176,J001,2024-04-11,Rejected,Job Portal,43
A1823,C0176,J039,2024-09-30,Applied,Referral,42
A1824,C0176,J017,2025-08-07,Interviewed,Referral,37
A1825,C0176,J032,2025-01-05,Applied,LinkedIn,43
A1826,C0177,J034,2024-11-07,Rejected,Careers Site,94
A1827,C0177,J019,2024-07-18,Interviewed,LinkedIn,58
A1828,C0177,J002,2024-09-29,Rejected,Referral,49
A1829,C0177,J036,2025-08-13,Rejected,LinkedIn,65
A1830,C0177,J009,2024-04-12,Interviewed,Careers Site,82
A1831,C0177,J005,2025-06-22,Interviewed,Campus,55
A1832,C0177,J011,2024-09-13,Interviewed,Careers Site,40
A1833,C0177,J023,2025-03-24,Shortlisted,LinkedIn,47
A1834,C0178,J016,2025-07-21,Rejected,Careers Site,46
A1835,C0179,J021,2024-11-10,Rejected,Campus,38
A1836,C0179,J045,2025-07-27,Interviewed,Campus,42
A1837,C0179,J047,2025-02-25,Applied,Careers Site,56
A1838,C0179,J034,2025-05-08,Rejected,Campus,56
A1839,C0179,J009,2025-05-09,Interviewed,Job Portal,56
A1840,C0179,J041,2025-03-18,Applied,Careers Site,35
A1841,C0179,J001,2025-04-15,Interviewed,Campus,55
A1842,C0179,J008,2024-11-01,Rejected,Referral,46
A1843,C0180,J027,2024-01-06,Rejected,Job Portal,67
A1844,C0180,J033,2024-04-04,Rejected,Campus,72
A1845,C0180,J050,2024-04-28,Offered,Job Portal,48
A1846,C0180,J002,2025-01-26,Rejected,Campus,50
A1847,C0181,J013,2024-02-24,Applied,Job Portal,30
A1848,C0182,J030,2024-05-17,Applied,LinkedIn,49
A1849,C0182,J011,2024-09-07,Rejected,Referral,34
A1850,C0182,J013,2024-07-06,Rejected,Referral,43
A1851,C0182,J012,2025-08-07,Interviewed,LinkedIn,56
A1852,C0182,J041,2024-01-15,Interviewed,Careers Site,46
A1853,C0183,J005,2025-06-03,Rejected,Job Portal,57
A1854,C0183,J016,2025-04-02,Rejected,Careers Site,58
A1855,C0183,J045,2025-08-10,Rejected,Job Portal,58
A1856,C0183,J035,2025-03-03,Rejected,Campus,75
A1857,C0183,J041,2024-10-09,Offered,Campus,48
A1858,C0183,J036,2024-03-02,Interviewed,Job Portal,67
A1859,C0184,J020,2024-03-26,Applied,Referral,70
A1860,C0185,J018,2025-05-04,Rejected,LinkedIn,72
A1861,C0186,J002,2025-04-20,Rejected,Referral,64
A1862,C0186,J029,2025-03-31,Rejected,Referral,66
A1863,C0186,J018,2025-04-13,Rejected,Careers Site,50
A1864,C0186,J042,2024-09-28,Interviewed,Campus,46
A1865,C0186,J033,2025-07-22,Rejected,Careers Site,51
A1866,C0186,J009,2025-05-02,Interviewed,Referral,82
A1867,C0186,J005,2025-02-17,Rejected,Careers Site,56
A1868,C0186,J021,2025-08-06,Interviewed,Job Portal,41
A1869,C0187,J010,2025-06-24,Rejected,Campus,63
A1870,C0187,J004,2025-07-30,Rejected,Job Portal,43
A1871,C0187,J040,2024-01-03,Interviewed,Job Portal,41
A1872,C0188,J032,2024-05-21,Hired,Job Portal,49
A1873,C0188,J038,2024-06-20,Shortlisted,Referral,47
A1874,C0188,J003,2025-02-24,Rejected,LinkedIn,51
A1875,C0188,J014,2024-12-04,Applied,Campus,56
A1876,C0188,J001,2024-12-18,Interviewed,Careers Site,49
A1877,C0188,J021,2024-11-27,Rejected,LinkedIn,36
A1878,C0188,J037,2025-04-09,Interviewed,LinkedIn,34
A1879,C0188,J035,2024-10-07,Interviewed,Campus,42
A1880,C0189,J032,2024-03-05,Interviewed,Job Portal,81
A1881,C0189,J001,2025-03-01,Rejected,Referral,87
A1882,C0189,J007,2024-09-09,Rejected,LinkedIn,61
A1883,C0189,J044,2024-12-19,Rejected,LinkedIn,42
A1884,C0189,J041,2025-08-02,Rejected,LinkedIn,44
A1885,C0189,J038,2024-04-14,Applied,Campus,67
A1886,C0190,J001,2024-02-07,Rejected,Careers Site,43
A1887,C0190,J009,2025-05-23,Interviewed,Careers Site,56
A1888,C0190,J026,2025-07-20,Shortlisted,LinkedIn,41
A1889,C0190,J038,2024-03-01,Interviewed,Campus,57
A1890,C0190,J016,2025-02-22,Rejected,Job Portal,55
A1891,C0190,J032,2024-05-30,Rejected,Careers Site,88
A1892,C0190,J041,2024-12-20,Applied,Job Portal,49
A1893,C0191,J018,2025-08-04,Rejected,Referral,67
A1894,C0191,J016,2025-08-10,Rejected,Job Portal,73
A1895,C0192,J038,2024-07-26,Interviewed,Referral,60
A1896,C0192,J049,2025-07-02,Rejected,LinkedIn,36
A1897,C0192,J030,2025-03-04,Applied,Campus,61
A1898,C0192,J003,2024-07-28,Offered,Careers Site,43
A1899,C0192,J014,2024-08-02,Rejected,Careers Site,60
A1900,C0193,J011,2025-01-08,Offered,Careers Site,46
A1901,C0193,J005,2024-12-16,Rejected,Campus,57
A1902,C0194,J023,2025-02-15,Rejected,Campus,57
A1903,C0194,J047,2024-04-03,Shortlisted,Job Portal,33
A1904,C0194,J029,2024-11-28,Rejected,Campus,42
A1905,C0194,J044,2024-05-17,Rejected,Job Portal,74
A1906,C0194,J025,2024-03-04,Rejected,Job Portal,30
A1907,C0194,J008,2024-02-20,Applied,Campus,35
A1908,C0194,J038,2024-06-14,Rejected,Campus,46
